row_index,WC,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,youpl,ipron,prep,auxverb,adverb,conj,negate,quanunit,prepend,specart,particle,modal_pa,general_pa,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,tensem,focuspast,focuspresent,focusfuture,progm,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
0,835,75.91,0.0,58.92,37.13,6.35,4.43,2.99,0.24,0.72,0.48,0.0,0.0,1.92,3.59,6.47,7.43,1.08,2.99,0.48,1.56,0.24,9.34,1.44,7.9,4.31,0.72,2.99,1.44,5.51,3.11,1.56,0.24,0.36,0.12,6.71,0.6,0.48,0.48,0.0,12.1,3.47,1.56,3.71,2.28,2.99,1.56,3.59,1.32,0.96,0.12,2.16,0.36,0.12,0.0,1.68,6.11,1.2,1.56,2.4,1.08,0.96,3.47,0.0,0.6,1.2,1.68,9.46,3.47,3.83,4.79,1.44,0.12,0.36,0.84,0.12,0.12,5.15,0.12,0.6,3.95,0.12,0.6,33.41,1.2,7.31,0.0,0.12,14.61,10.18,4.79
1,108,108.0,8.33,62.04,42.59,12.04,11.11,3.7,0.93,5.56,0.93,0.0,0.0,0.93,2.78,4.63,4.63,0.0,0.93,0.0,1.85,0.0,16.67,12.04,4.63,3.7,0.0,9.26,0.93,2.78,1.85,0.93,0.0,0.0,0.0,7.41,0.0,0.0,0.0,0.0,6.48,2.78,0.0,0.93,0.93,1.85,0.93,4.63,1.85,0.0,0.93,5.56,1.85,0.93,0.0,2.78,3.7,0.93,0.0,0.93,0.0,1.85,4.63,0.0,0.0,1.85,2.78,4.63,2.78,2.78,1.85,0.0,0.93,0.0,0.93,0.0,0.0,8.33,0.0,0.0,7.41,1.85,1.85,101.85,2.78,22.22,0.0,0.0,48.15,28.7,3.7
2,833,416.5,0.12,69.15,46.1,9.6,8.4,4.08,0.24,2.4,1.68,0.0,0.0,1.2,2.52,6.6,12.12,1.8,1.92,0.84,2.16,1.08,9.24,1.92,7.32,5.4,1.08,1.8,1.08,9.36,7.44,1.2,0.12,0.0,0.24,12.12,0.6,0.6,0.0,0.0,13.81,6.24,0.96,3.12,2.52,1.56,2.16,4.8,1.92,1.44,0.36,3.84,1.44,0.24,1.08,1.32,7.8,2.88,1.44,1.2,2.16,0.6,7.2,1.2,1.08,1.8,3.24,10.08,3.12,3.96,6.6,2.04,1.44,0.48,0.48,0.36,0.0,9.36,0.0,0.0,7.8,0.72,0.96,25.09,0.48,5.88,0.0,0.0,12.0,6.72,5.64
3,439,48.78,2.05,60.59,40.77,6.15,4.1,0.91,0.0,2.05,1.14,0.0,0.0,2.05,3.87,5.24,10.71,2.28,1.82,1.14,0.91,1.14,8.88,2.73,6.15,3.42,1.59,1.37,1.14,7.52,3.87,2.51,0.0,0.23,0.23,8.2,0.23,0.0,0.0,0.23,12.98,3.87,0.91,4.33,3.64,1.82,1.59,2.05,0.46,0.68,0.46,2.05,0.91,0.46,0.23,0.68,4.56,0.91,0.68,1.82,1.14,0.23,2.73,0.0,0.0,1.37,1.37,10.25,3.19,3.64,3.87,1.37,0.68,0.0,1.37,0.0,0.0,8.43,0.91,0.91,4.78,0.46,1.59,39.86,1.59,10.02,0.23,0.0,20.96,7.06,2.73
4,581,290.5,0.0,62.13,40.1,5.16,3.1,2.75,0.0,0.0,0.0,0.34,0.0,2.07,3.79,7.23,9.81,3.27,3.1,0.69,0.86,0.34,8.78,2.07,6.71,4.99,1.03,1.72,1.2,5.51,2.07,1.72,0.17,0.0,0.34,3.79,0.34,0.52,0.17,0.52,14.97,4.99,1.72,5.85,3.96,2.07,2.24,3.44,0.86,0.17,1.72,3.44,0.86,0.17,0.52,1.89,3.96,1.2,0.69,1.03,0.52,0.69,5.51,1.38,0.52,1.55,2.41,11.7,3.96,4.48,5.51,0.69,2.07,0.69,2.07,0.0,0.0,7.06,0.0,1.38,4.82,0.34,1.2,33.22,1.03,7.23,0.0,0.52,14.63,9.81,0.52
6,316,105.33,6.96,46.84,28.48,3.16,2.53,1.9,0.0,0.63,0.0,0.0,0.0,0.63,2.85,3.8,7.91,1.58,2.53,1.58,0.0,0.95,5.38,1.27,4.11,3.8,0.95,1.27,1.27,6.01,2.53,2.85,0.63,0.95,0.0,4.11,0.0,0.32,0.0,0.0,8.86,2.22,1.27,0.95,2.53,1.58,2.22,5.06,1.58,2.22,0.0,1.27,0.0,0.32,0.0,0.95,5.06,0.63,0.95,0.95,0.63,1.9,3.48,0.95,0.32,1.27,1.27,9.81,2.22,3.48,4.75,0.63,0.63,0.0,0.0,0.32,0.0,6.01,1.27,0.63,2.53,0.32,0.95,40.82,3.48,11.39,0.32,0.0,20.89,4.75,0.95
7,1162,166.0,0.26,66.7,43.2,5.42,3.61,2.5,0.09,0.6,0.43,0.0,0.0,1.81,3.61,5.94,12.65,4.3,2.24,0.43,1.46,0.34,8.43,2.32,6.11,4.3,1.29,1.12,1.81,8.69,6.11,1.72,0.34,0.0,0.34,4.73,0.26,0.43,0.09,0.0,16.52,6.02,1.98,2.84,3.44,3.36,2.15,4.39,0.95,1.55,0.69,3.44,0.86,0.52,0.09,2.07,4.48,0.6,0.86,1.2,1.55,0.52,5.59,0.77,0.52,1.64,2.84,11.96,3.79,4.56,7.06,1.46,2.84,0.43,0.52,0.43,0.34,8.18,0.09,0.77,6.2,0.52,1.03,19.88,0.69,4.3,0.0,0.0,8.78,6.11,4.22
8,155,17.22,1.29,51.61,28.39,3.23,3.23,0.65,0.65,1.29,0.65,0.0,0.0,0.0,2.58,5.16,7.1,0.65,1.29,1.94,2.58,0.65,3.87,0.65,3.23,4.52,0.0,1.94,0.65,0.65,0.65,0.0,0.0,0.0,0.0,3.87,0.0,0.0,0.0,0.0,11.61,5.81,1.29,1.94,2.58,0.0,1.94,1.94,0.65,1.29,0.0,1.94,0.65,0.0,0.0,1.29,5.16,1.29,1.29,2.58,0.65,0.0,4.52,1.94,0.65,0.65,1.29,12.26,3.87,8.39,4.52,2.58,0.65,1.94,0.0,0.0,0.0,5.16,0.0,2.58,1.94,1.29,0.0,80.65,3.87,21.29,1.29,0.0,42.58,11.61,3.23
9,686,38.11,1.31,59.33,34.4,4.23,3.5,2.48,0.0,0.58,0.15,0.29,0.0,0.73,3.64,4.81,10.5,2.48,1.46,0.44,0.87,0.87,6.41,0.73,5.69,4.08,1.75,5.69,1.6,6.71,4.23,1.75,0.29,0.29,0.29,3.35,0.15,0.29,0.15,0.15,10.64,4.08,1.46,2.48,2.33,1.9,1.17,4.52,0.44,0.87,0.58,4.81,0.58,0.29,0.0,4.08,4.37,0.44,0.73,0.58,2.04,0.58,4.96,0.58,0.87,1.46,2.33,9.91,2.92,3.64,5.54,0.73,0.73,0.73,0.44,0.29,0.58,7.0,0.15,0.87,5.25,0.29,0.58,38.19,2.48,7.58,0.0,0.0,15.6,12.54,8.6
10,587,29.35,0.85,73.59,48.38,8.35,6.47,4.09,0.17,2.04,0.17,0.0,0.0,1.87,4.77,7.16,12.61,1.87,4.26,1.02,1.19,2.39,8.35,3.07,5.28,6.81,2.21,5.11,1.53,7.5,4.09,2.39,0.34,0.51,0.17,7.16,0.34,0.34,0.17,0.0,14.14,4.43,0.85,5.45,3.07,1.7,1.7,5.62,0.51,2.56,0.51,2.21,0.68,0.0,0.0,1.53,4.43,0.51,1.19,1.36,0.85,1.02,5.11,1.19,0.85,1.19,1.87,11.58,3.75,5.45,6.13,1.7,1.19,0.34,0.68,0.17,0.0,7.5,0.0,0.51,4.43,0.68,1.36,37.65,3.58,8.52,0.0,0.0,17.55,8.01,2.39
11,1088,272.0,0.64,59.93,36.12,2.48,1.65,1.01,0.0,0.55,0.09,0.0,0.0,0.83,3.31,7.26,11.12,2.02,2.48,0.83,0.46,0.46,7.9,2.57,5.33,4.78,1.1,3.49,1.56,7.08,3.86,2.3,0.55,0.55,0.37,4.6,0.46,0.18,0.09,0.46,13.51,4.32,0.92,4.41,2.85,2.3,2.02,3.13,1.29,1.1,0.37,1.93,0.74,0.74,0.28,0.64,4.78,0.46,1.29,1.75,1.47,0.64,3.86,0.46,0.64,1.29,1.56,10.39,3.49,3.03,5.33,1.19,1.65,0.18,1.93,0.18,0.09,6.16,0.18,0.74,4.04,0.83,0.83,25.83,0.55,4.87,0.0,0.0,10.11,10.29,6.07
12,3201,145.5,0.59,64.04,40.89,6.78,4.62,2.44,0.22,0.53,1.34,0.09,0.0,2.16,3.47,5.56,8.87,3.0,2.47,0.94,1.56,1.0,9.0,0.69,8.31,3.84,0.59,1.72,1.72,6.03,3.37,2.03,0.22,0.41,0.47,7.75,0.97,0.53,0.31,0.28,11.56,3.66,1.19,2.41,1.87,1.59,2.5,3.37,1.0,1.22,0.53,1.72,0.62,0.69,0.09,0.62,6.53,1.69,1.25,3.25,0.53,0.66,3.37,0.41,0.72,0.75,1.59,11.65,4.15,5.28,4.9,2.34,2.09,0.37,0.75,0.06,0.12,4.75,0.06,0.69,2.59,0.53,1.41,14.75,1.0,1.44,0.09,0.0,2.94,9.28,0.03
13,712,178.0,0.56,61.24,36.66,4.92,2.53,1.26,0.0,1.26,0.0,0.0,0.0,2.39,3.51,4.49,11.1,2.25,1.54,0.7,1.12,0.28,7.87,1.26,6.6,3.79,0.7,3.09,1.4,10.53,6.32,3.23,0.98,0.56,0.84,3.93,0.14,0.0,0.0,0.0,12.08,5.9,0.98,2.25,3.79,2.67,0.98,4.92,1.4,0.84,0.84,5.48,1.97,0.98,0.28,2.39,5.2,0.28,1.26,0.84,2.39,0.84,5.9,0.98,1.83,0.42,2.67,11.66,3.79,3.37,5.76,0.84,2.39,0.84,0.7,0.14,0.56,7.58,0.0,0.28,6.88,0.0,0.42,34.55,1.4,6.74,0.0,1.4,14.04,10.96,4.92
14,34,34.0,2.94,47.06,23.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94,0.0,11.76,0.0,0.0,2.94,2.94,0.0,5.88,0.0,5.88,5.88,0.0,0.0,0.0,2.94,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.82,2.94,5.88,0.0,0.0,0.0,0.0,2.94,0.0,0.0,0.0,2.94,2.94,0.0,0.0,0.0,14.71,2.94,5.88,2.94,2.94,0.0,5.88,0.0,0.0,2.94,2.94,11.76,8.82,2.94,2.94,5.88,0.0,2.94,0.0,0.0,0.0,5.88,0.0,0.0,5.88,0.0,0.0,17.65,0.0,0.0,0.0,0.0,5.88,11.76,2.94
15,90,15.0,3.33,54.44,24.44,5.56,2.22,2.22,0.0,0.0,0.0,0.0,0.0,3.33,3.33,2.22,2.22,0.0,0.0,1.11,1.11,0.0,8.89,1.11,7.78,2.22,0.0,6.67,3.33,5.56,4.44,0.0,0.0,0.0,0.0,5.56,1.11,0.0,1.11,0.0,2.22,1.11,0.0,1.11,2.22,0.0,0.0,8.89,3.33,0.0,1.11,4.44,0.0,0.0,0.0,4.44,7.78,3.33,0.0,4.44,0.0,0.0,2.22,0.0,2.22,0.0,0.0,10.0,5.56,5.56,2.22,0.0,1.11,0.0,0.0,0.0,0.0,6.67,0.0,3.33,3.33,0.0,0.0,63.33,4.44,12.22,1.11,0.0,28.89,16.67,2.22
16,299,99.67,0.67,67.22,46.49,4.68,3.01,2.34,0.0,0.0,0.67,0.0,0.0,1.67,4.01,9.03,11.37,2.34,3.01,3.01,1.0,0.33,10.03,3.68,6.35,3.68,2.01,2.34,1.0,8.03,5.02,3.01,0.0,0.33,0.33,4.01,0.33,0.0,0.0,0.0,15.72,4.35,2.34,5.02,6.02,1.67,1.67,4.01,0.33,1.34,0.67,3.34,0.0,0.67,0.0,3.01,5.35,0.33,1.0,2.68,1.34,0.67,5.35,0.67,0.67,0.67,3.34,14.05,4.01,5.02,8.03,1.34,0.33,0.33,1.0,0.0,0.0,10.37,0.33,1.67,8.03,1.0,0.67,37.79,2.34,9.36,0.33,0.0,20.07,5.69,3.34
17,122,122.0,0.0,79.51,61.48,15.57,13.93,8.2,0.0,4.1,0.82,0.82,0.0,1.64,5.74,7.38,13.11,3.28,2.46,0.0,0.82,2.46,11.48,5.74,5.74,4.92,6.56,1.64,0.0,11.48,3.28,3.28,0.0,0.0,0.82,10.66,0.0,0.0,0.0,0.0,14.75,7.38,4.1,3.28,4.92,1.64,0.0,4.92,0.82,3.28,0.0,1.64,0.82,0.0,0.82,0.0,3.28,0.82,2.46,1.64,0.0,0.0,4.1,1.64,0.0,0.0,2.46,10.66,2.46,3.28,5.74,2.46,1.64,0.0,0.0,0.0,0.82,13.11,0.0,0.82,9.84,4.92,3.28,68.03,2.46,19.67,0.0,0.0,42.62,3.28,5.74
18,117,117.0,5.98,31.62,15.38,4.27,2.56,2.56,0.0,0.0,0.0,0.0,0.0,1.71,0.85,2.56,4.27,0.85,2.56,0.0,0.0,0.0,2.56,0.0,2.56,2.56,0.0,5.13,0.85,6.84,4.27,1.71,0.0,1.71,0.0,2.56,0.0,0.0,0.0,0.0,4.27,0.85,0.0,0.85,0.0,0.85,3.42,0.85,0.0,0.0,0.0,2.56,0.0,0.0,0.85,1.71,4.27,0.85,0.85,0.85,0.0,1.71,0.0,0.0,0.0,0.0,0.0,3.42,0.85,1.71,0.85,0.0,0.0,0.0,0.0,0.0,0.0,3.42,0.0,2.56,0.0,0.0,0.85,80.34,0.0,23.08,0.0,0.0,49.57,7.69,10.26
19,142,35.5,4.23,57.04,27.46,3.52,2.82,2.11,0.0,0.7,0.0,0.0,0.0,0.7,2.11,4.23,9.15,0.0,2.11,1.41,0.0,0.7,4.93,0.7,4.23,2.11,0.7,5.63,0.7,11.97,7.04,4.23,0.0,0.7,0.0,2.82,0.0,0.0,0.0,0.0,9.15,5.63,0.0,1.41,0.7,2.11,0.7,2.82,0.7,0.0,1.41,4.23,0.7,2.11,0.7,2.11,5.63,0.7,0.0,2.11,1.41,1.41,4.93,0.0,1.41,0.7,2.82,9.15,2.82,2.11,4.23,0.7,3.52,0.0,0.0,0.0,0.0,6.34,0.7,1.41,4.93,0.0,0.0,112.68,3.52,33.8,0.0,0.0,64.79,10.56,21.83
20,287,287.0,0.35,63.41,37.63,8.01,7.32,4.53,0.35,1.39,1.05,0.0,0.0,0.7,3.48,3.48,10.8,2.79,1.05,0.7,0.7,0.0,7.67,2.44,5.23,4.18,0.0,1.39,1.05,4.53,3.14,0.7,0.0,0.35,0.0,6.97,0.0,0.35,0.0,0.0,8.71,3.48,1.39,1.74,0.0,1.74,1.05,4.88,1.05,1.74,0.7,3.83,1.39,0.7,0.35,1.74,5.92,2.09,1.05,1.39,1.05,0.35,4.88,1.05,1.05,1.05,1.74,16.38,5.57,4.53,10.1,3.48,0.35,0.0,0.35,0.35,0.35,6.97,0.0,0.0,5.57,1.05,1.05,44.25,0.0,13.24,0.35,0.0,27.87,2.79,0.7
21,151,151.0,0.66,73.51,37.75,5.3,3.31,2.65,0.0,0.66,0.0,0.0,0.0,1.99,1.32,3.97,13.91,0.0,1.32,0.0,0.0,0.66,11.26,6.62,4.64,1.99,0.66,3.31,1.99,13.91,8.61,3.31,0.66,0.0,0.0,2.65,0.0,0.66,0.66,0.0,8.61,4.64,0.0,2.65,3.97,1.99,0.66,7.28,1.32,0.66,1.32,11.92,7.28,1.32,0.0,3.31,7.28,0.0,0.0,1.99,5.3,0.0,5.3,0.66,1.32,0.66,2.65,10.6,3.31,3.31,5.3,0.0,1.32,4.64,1.99,0.0,0.66,11.26,0.0,0.66,9.93,0.66,0.0,65.56,0.0,18.54,0.0,0.0,39.74,7.28,19.21
22,1030,147.14,0.19,67.86,41.17,4.17,3.01,1.94,0.19,0.1,0.68,0.1,0.0,1.17,3.11,5.63,13.11,3.79,2.91,0.19,1.26,1.07,8.25,1.36,6.89,3.79,1.46,2.52,2.33,8.93,4.66,3.5,0.68,0.49,0.29,6.7,0.19,0.19,0.0,0.1,17.96,5.24,1.07,4.17,5.92,2.52,3.11,3.79,1.17,1.46,0.58,2.33,0.87,0.39,0.19,0.78,6.5,1.55,2.23,1.46,1.46,0.78,5.92,0.87,0.87,2.33,2.04,10.87,3.2,3.79,6.21,2.72,1.46,0.58,0.39,0.1,0.58,6.31,0.0,0.29,4.08,0.58,1.55,22.14,1.75,5.24,0.0,0.0,10.68,4.47,0.68
23,1141,380.33,0.18,66.43,43.82,9.38,7.71,5.08,0.44,1.14,0.96,0.09,0.0,1.67,4.29,6.22,11.31,2.28,2.19,0.7,1.49,1.23,6.31,1.75,4.56,5.35,1.93,1.49,1.4,8.76,3.51,3.51,0.88,0.79,0.44,7.27,0.09,0.44,0.18,0.18,12.18,4.12,1.49,3.07,3.42,1.49,1.4,3.16,0.79,1.31,0.26,2.54,0.79,0.53,0.53,0.79,6.4,1.49,1.14,2.37,0.96,0.7,4.12,0.61,0.7,1.67,1.31,12.36,3.94,4.65,7.36,2.89,1.23,0.53,0.09,0.18,0.53,7.98,0.61,1.14,4.38,1.14,1.58,22.26,0.09,4.29,0.0,0.26,8.85,8.76,2.1
